id;user_id;hotel_id;hotel_name;hotel_stars;city_tax;address;begin_date;end_date;price_per_night;includes_breakfast;room_details;rating;comment
Book0000018269;EduAntunes141;HTL1403;Prenzlauer Berg Inn;2;3;1403 Kastanienallee, Berlin;2022/10/11;2022/10/14;120;false;Room Type: Deluxe;1;Our room had a fantastic view of the river.
Book0000018274;Ângela-LunMoura1009;HTL1402;Alexanderplatz Suites;3;3;1402 Alexanderplatz, Berlin;2022/10/11;2022/10/14;160;false;Room Size: 700 sq ft;2;
Book0000018296;CarlMaia-Torres;HTL1405;Kurfürstendamm Plaza Hotel;4;3;1405 Kurfürstendamm, Berlin;2022/10/11;2022/10/13;230;true;View: Garden View;4;Quiet and peaceful ambiance.
Book0000018329;DinLima519;HTL1202;Esplanadi Park Inn;3;3;1202 Pohjoisesplanadi, Helsinki;2022/06/15;2022/06/16;180;false;Number of Beds: 1 King Bed;4;
Book0000018344;Fabiana-Amaral;HTL1203;Kallio District Suites;2;3;1203 Hämeentie, Helsinki;2022/06/15;2022/06/18;120;false;Occupancy: 1 Guest;1;Good value for the price.
Book0000018367;DaniPinto;HTL1203;Kallio District Suites;2;4.4;1203 Hämeentie, Helsinki;2021/12/11;2021/12/12;120;false;View: City View;1;
Book0000018380;YarVicente997;HTL1203;Kallio District Suites;2;3;1203 Hämeentie, Helsinki;2021/12/11;2021/12/14;120;false;Number of Beds: 1;2;
Book0000018401;RCampos773;HTL402;Dam Square Suites;4;2;402 Damstraat, Amsterdam;06:02:29 PM/21/06/2001;2022/07/20;220;true;Number of Beds: 2 Queen Beds;1;
Book0000018406;SanMonteiro1813;HTL403;Red Light District Inn;2;2;403 Oudezijds Voorburgwal, Amsterdam;2022/07/19;2022/07/23;120;false;View: City View;2;
Book0000018417;BrunMarques-Vaz95;HTL401;Canal View Hotel;3;2;401 Prinsengracht, Amsterdam;2022/07/19;2022/07/23;150;true;Number of Beds: 2 Queen Beds;1;The pool area was relaxing and clean.
Book0000018427;JoHenriques;HTL1003;Omonia Square Suites;2;2;1003 Omonoia Square, Athens;2022/12/15;2022/12/19;120;false;Bathroom: Private;1;
Book0000018451;TLourenço1144;HTL1001;Acropolis View Hotel;4;2;1001 Dionysiou Areopagitou, Athens;2022/12/15;2022/12/17;220;TRUE;Room Size: 300 sq ft;4;
Book0000018459;BenjMiranda-Fonseca1832;HTL1004;Syntagma Plaza Hotel;4;2;1004 Syntagma Square, Athens;2022/12/15;2022/12/18;200;true;Amenities: Air Conditioning;1;
Book0000018476;ÉrMorais513;HTL1003;Omonia Square Suites;2;2;1003 Omonoia Square, Athens;2022/12/15;2022/12/19;120;false;Room Size: 300 sq ft;3;
Book0000018500;BenediFigueiredo739;HTL603;Stephansplatz Inn;3;4;603 Stephansplatz, Vienna;2023/01/08;2023/01/09;150;false;Number of Beds: 2 Queen Beds;2;
Book0000018514;BrLourenço1173;HTL603;Stephansplatz Inn;3;4;603 Stephansplatz, Vienna;2023/01/08;2023/01/12;150;false;Room Size: 500 sq ft;2;The hotel offered a complimentary shuttle service.
Book0000018516;ValentinNunes;HTL601;Vienna Opera Hotel;4;4;601 Opernring, Vienna;2023/01/08;2023/01/11;190;true;Number of Beds: 2 Double Beds;4;We had a lovely time at this hotel.
Book0000018528;LMoreira1508;HTL601;Vienna Opera Hotel;4;4;601 Opernring, Vienna;2023/01/08;2023/01/10;190;true;Number of Beds: 2;4;Perfect location for exploring the city.
Book0000018529;RHenriques1210;HTL603;Stephansplatz Inn;3;4;603 Stephansplatz, Vienna;2023/01/08;2023/01/10;;false;Room Type: Suite;2;
Book0000018543;AlicMoreira;HTL1005;Monastiraki Market Hotel;3;2;1005 Athinas, Athens;2023/06/09;2023/06/12;180;true;Amenities: TV;4;
Book0000018564;MBorges-Pires;HTL1002;Plaka Historic Inn;3;2;1002 Adrianou, Athens;2023/06/09;2023/06/10;160;false;Amenities: Mini Fridge;2;
Book0000018570;JoeMacedo;HTL1001;Acropolis View Hotel;4;-10;1001 Dionysiou Areopagitou, Athens;2023/06/09;2023/06/11;220;true;Room Type: Executive Suite;4;
Book0000018628;BeatRibeiro;HTL1105;;4;1;1105 Josefov, Prague;2022/04/15;2022/04/19;240;true;Number of Beds: 1;1;Well-appointed rooms with nice decor.
Book0000018670;LúAmorim114;HTL905;Rossio Square Inn;4;2;905 Praça do Rossio, Lisbon;2023/01/03;2023/01/04;200;true;Number of Beds: 2 Double Beds;2;Good room service options.
Book0000018701;CrisDomingues;HTL701;Fjord View Hotel;4;4;701 Akershusstranda, Oslo;2023/01/21;2023/01/23;220;true;Room Size: 400 sq ft;1;
Book0000018710;ÉrMorais513;HTL703;Holmenkollen Lodge;5;4;703 Kongeveien, Oslo;2023/01/21;2023/01/23;350;1;Number of Beds: 2;3;Clean and well-maintained rooms.
Book0000018723;YaCarvalho26;HTL301;Colosseum View Hotel;4;3;301 Via di San Gregorio, Rome;2023/06/07;2023/06/09;200;true;Occupancy: 4 Guests;2;The pool area was relaxing and clean.
Book0000018729;AdrCastro1103;HTL305;Spanish Steps Plaza Hotel;4;3;305 Piazza di Spagna, Rome;2023/06/07;2023/06/08;210;-1;Number of Beds: 2 Double Beds;2;
Book0000018733;FEsteves113;HTL301;Colosseum View Hotel;-10;3;301 Via di San Gregorio, Rome;2023/06/07;2023/06/08;200;true;Amenities: TV;3;Comfy beds and pillows.
Book0000018742;IsaMelo85;HTL303;Trevi Fountain Hotel;3;3;303 Piazza di Trevi, Rome;2023/06/07;2023/06/10;160;false;Room Type: Deluxe;1;Good value for the price.
Book0000018750;WiLeite;HTL302;Vatican City Suites;5;3;302 Via della Conciliazione, Rome;2023/06/07;2023/06/09;320;true;Amenities: Mini Fridge;4;
Book0000018757;HeleMatos;HTL302;Vatican City Suites;5;3;302 Via della Conciliazione, Rome;2022/09/17;2022/09/20;320;true;Occupancy: 2 Guests;4;The fitness center had modern equipment.
Book0000018760;ClTeixeira;HTL305;Spanish Steps Plaza Hotel;4;3;305 Piazza di Spagna, Rome;2022/09/17;2022/09/21;210;true;Amenities: TV;4;
Book0000018764;LunMorais;HTL301;Colosseum View Hotel;4;3;301 Via di San Gregorio, Rome;2022/09/17;2022/09/19;200;-1;Occupancy: 4 Guests;4;Staff was friendly and accommodating.
Book0000018774;TCarvalho;HTL303;Trevi Fountain Hotel;3;3;303 Piazza di Trevi, Rome;2022/09/17;2022/09/20;160;false;Amenities: Coffee Maker;3;Great hotel, excellent service!
Book0000018778;VeFaria1792;HTL304;Roman Forum Inn;4;3;304 Via dei Fori Imperiali, Rome;2022/09/17;2022/09/21;220;true;Room Size: 500 sq ft;3;Impressive lobby and amenities.
Book0000018835;LeanAzevedo1129;HTL903;Belém Riverside Hotel;4;2;903 Avenida de Brasília, Lisbon;2021/08/18;2021/08/21;;true;Number of Beds: 1;2;Good value for the price.
Book0000018853;SeAmorim;HTL905;Rossio Square Inn;4;2;905 Praça do Rossio, Lisbon;2021/08/18;2021/08/19;200;true;Amenities: Air Conditioning;4;
Book0000018900;JésGomes;HTL1101;Old Town Square Hotel;4;1;1101 Staroměstské náměstí, Prague;2021/12/19;2021/12/16;230;true;Occupancy: 1 Guest;4;We had a memorable experience at this hotel.
Book0000018903;GonçalCarneiro1601;HTL1103;Wenceslas Square Inn;3;1;1103 Václavské náměstí, Prague;2021/12/16;2021/12/18;160;false;Bathroom: Ensuite;3;
Book0000018917;RaqSilva-Matias;HTL404;Museum Quarter Hotel;4;2;404 Hobbemastraat, Amsterdam;2023/04/12;2023/04/15;180;true;Amenities: Air Conditioning;1;Good value for the price.
Book0000018947;CaAlmeida1457;HTL1204;Töölö Riverside Hotel;4;3;1204 Helsinginkatu, Helsinki;2023/01/15;2023/01/18;200;true;Room Type: Suite;1;
Book0000018949;FranLeite-Tavares1049;HTL1203;Kallio District Suites;2;3;1203 Hämeentie, Helsinki;2023/01/15;2023/01/18;120;false;Occupancy: 3 Guests;4;The hotel restaurant had a diverse menu.
Book0000018970;RRamos;HTL1205;Sörnäinen Waterfront Inn;3;3;1205 Sörnäisten rantatie, Helsinki;2023/01/15;2023/01/17;160;true;Number of Beds: 2 Double Beds;1;
Book0000018972;CoCastro-Pires;HTL1202;Esplanadi Park Inn;3;3;;2023/01/15;2023/01/17;180;false;Number of Beds: 2 Queen Beds;1;
Book0000018974;GabOliveira;HTL1202;Esplanadi Park Inn;3;3;;2023/01/15;2023/01/16;180;false;Number of Beds: 1;3;
Book0000018982;MFonseca;HTL1201;Helsinki Harbor Hotel;4;3;1201 Katajanokanlaituri, Helsinki;2023/01/15;2023/01/19;240;true;Bathroom: Bathtub;3;The spa treatments were rejuvenating.
Book0000019026;FilLeite;HTL1003;Omonia Square Suites;2;2;1003 Omonoia Square, Athens;2023/02/15;2023/02/17;120;false;Room Size: 400 sq ft;1;The bar had a wide selection of drinks.
Book0000019040;LaPires1506;HTL1005;Monastiraki Market Hotel;3;2;1005 Athinas, Athens;2023/02/15;2023/02/19;180;true;Room Size: 400 sq ft;1;A fantastic place for a romantic getaway.
Book0000019047;RaqueMoreira;HTL1601;Royal Palace Hotel;5;4;301 Aleje Ujazdowskie, Warsaw;2023/02/08;2023/02/12;380;true;Amenities: Coffee Maker;4;
Book0000019062;RafCarneiro1746;HTL1603;Warsaw Central Suites;3;4;303 Centrum, Warsaw;2023/02/08;2023/02/09;160;false;Number of Beds: 2 Double Beds;4;
Book0000019072;FábiVicente758;HTL1603;Warsaw Central Suites;3;4;303 Centrum, Warsaw;2023/02/08;2023/02/11;160;false;Room Type: Suite;2;
Book0000019075;SPinho687;HTL1602;Old Town Boutique Hotel;4;4;302 Stare Miasto, Warsaw;2023/02/08;2023/02/10;290;true;Room Size: 500 sq ft;3;Great place to stay for business travelers.
Book0000019092;AlíciPacheco1408;HTL1402;Alexanderplatz Suites;3;3;1402 Alexanderplatz, Berlin;2022/09/08;2022/09/09;160;false;Bathroom: Ensuite;3;Excellent housekeeping service.
Book0000019098;SaValente;HTL1402;Alexanderplatz Suites;3;3;1402 Alexanderplatz, Berlin;2022/09/08;2022/09/11;160;false;Number of Beds: 2 Queen Beds;3;
Book0000019106;AlexAlves;HTL1403;Prenzlauer Berg Inn;2;3;1403 Kastanienallee, Berlin;2022/09/08;2022/09/11;120;false;Room Type: Suite;3;Good room service options.
Book0000019108;AndreiaCosta;HTL1404;Spree Riverfront Hotel;4;3;1404 Schiffbauerdamm, Berlin;2022/09/08;2022/09/12;200;true;Room Type: Family Suite;3;The breakfast buffet was delicious.
Book0000019138;SamNunes;HTL1502;Alpine View Lodge;4;3;202 Bergweg, Munich;2021/08/02;2021/08/03;280;true;Room Type: Family Suite;3;The in-room amenities were a nice touch.
Book0000019144;ErikReis;HTL1504;Munich Lakeside Resort;4;3;204 Am Seeufer, Munich;2021/08/02;2021/08/03;320;true;Room Size: 500 sq ft;4;
;TatiaTorres;HTL1504;Munich Lakeside Resort;4;3;204 Am Seeufer, Munich;2021/08/02;2021/08/04;320;true;Occupancy: 3 Guests;4;
Book0000019180;BruLopes-Torres;HTL704;Opera House Suites;4;4;704 Kirsten Flagstads plass, Oslo;2022/09/21;2022/09/22;240;true;Room Type: Deluxe;1;Great place to unwind after a busy day.
Book0000019190;PiMiranda;HTL705;Aker Brygge Waterfront Hotel;4;4;705 Stranden, Oslo;2022/09/21;2022/09/22;260;true;Occupancy: 4 Guests;2;
Book0000019193;JuliVicente;HTL702;Viking Heritage Inn;3;4;702 Karl Johans gate, Oslo;2022/09/21;2022/09/25;150;false;Amenities: Free Wi-Fi;2;The spa treatments were rejuvenating.
Book0000019212;LauCosta785;HTL705;Aker Brygge Waterfront Hotel;4;4;705 Stranden, Oslo;2022/09/24;2022/09/21;260;true;Amenities: Mini Fridge;3;
Book0000019218;KyaPires;HTL302;Vatican City Suites;5;3;302 Via della Conciliazione, Rome;2023/06/07;2023/06/08;320;-4;Amenities: Coffee Maker;4;
Book0000019219;ITorres;HTL304;Roman Forum Inn;4;3;304 Via dei Fori Imperiali, Rome;2023/06/07;2023/06/09;220;true;Room Size: 400 sq ft;3;
Book0000019249;VicenSilva-Matias;HTL301;Colosseum View Hotel;4;3;301 Via di San Gregorio, Rome;2023/06/07;2023/06/10;200;true;Amenities: Mini Fridge;3;
Book0000019269;KévMoreira1161;HTL904;Chiado Plaza Hotel;5.5;2;904 Rua Garrett, Lisbon;2022/12/12;2022/12/16;150;false;View: Mountain View;1;
Book0000019303;SaValente;HTL1504;Munich Lakeside Resort;4;3;204 Am Seeufer, Munich;2021/11/01;2021/11/04;320;true;Room Size: 300 sq ft;1;
Book0000019310;IvaPaiva;HTL1502;Alpine View Lodge;4;3;202 Bergweg, Munich;2021/11/01;2021/11/03;280;T;Room Type: Deluxe;3;Great place to unwind after a busy day.
Book0000019319;YarFonseca-Macedo;HTL1505;Munich Downtown Suites;4;3;205 Zentrumstraße, Munich;2021/11/01;2021/11/04;;true;Room Type: Standard;2;
Book0000019332;BReis;HTL1504;Munich Lakeside Resort;4;3;204 Am Seeufer, Munich;2021/11/01;2021/11/03;;true;Room Size: 300 sq ft;2;
Book0000019337;JulianPinto;HTL1504;Munich Lakeside Resort;4;3;204 Am Seeufer, Munich;2021/11/01;2021/11/04;320;true;Room Size: 500 sq ft;4;
Book0000019346;SaTavares-Azevedo110;HTL902;Bairro Alto Suites;4;2;902 Rua da Rosa, Lisbon;2023/04/17;2023/04/19;190;true;Amenities: Coffee Maker;1;
Book0000019350;HenRodrigues592;HTL903;Belém Riverside Hotel;4;2;903 Avenida de Brasília, Lisbon;2023/04/17;2023/04/18;220;true;Number of Beds: 1 King Bed;2;
Book0000019365;AlBarros1313;HTL904;Chiado Plaza Hotel;3;2;904 Rua Garrett, Lisbon;2023/04/17;2023/04/21;150;false;Room Size: 300 sq ft;2;Delicious room service meals.
Book0000019372;EdSousa;HTL903;Belém Riverside Hotel;4;2;903 Avenida de Brasília, Lisbon;2023/04/17;2023/04/21;220;true;Number of Beds: 2;2;
Book0000019414;SamNunes;HTL1605;Warsaw Park View Hotel;4;4;305 Parkowa Aleja, Warsaw;2022/05/10;2022/05/13;310;true;Room Type: Deluxe;3;
Book0000019416;DGuerreiro;HTL1601;Royal Palace Hotel;5;4;301 Aleje Ujazdowskie, Warsaw;2022/05/10;2022/05/13;380;true;Amenities: Free Wi-Fi;4;The spa treatments were rejuvenating.
Book0000019421;MFonseca;HTL1603;Warsaw Central Suites;3;4;303 Centrum, Warsaw;2022/05/10;2022/05/14;160;false;Amenities: TV;2;
Book0000019423;GabPereira;HTL1105;Josefov District Hotel;4;1;;2023/08/07;2023/08/09;240;true;Number of Beds: 2;3;
Book0000019444;WilliEsteves-Marques141;HTL1103;Wenceslas Square Inn;3;1;1103 Václavské náměstí, Prague;2023/08/07;2023/08/10;160;-10;View: Mountain View;1;Great hotel, excellent service!
Book0000019449;XCardoso820;HTL1105;Josefov District Hotel;4;1;1105 Josefov, Prague;2023/08/07;2023/08/11;240;true;Bathroom: Shower;2;
Book0000019496;LNascimento20;HTL1201;Helsinki Harbor Hotel;4;3;1201 Katajanokanlaituri, Helsinki;2021/04/07;2021/04/09;240;true;Room Size: 500 sq ft;2;Beautiful views from our room.
Book0000019508;AliMartins;HTL903;Belém Riverside Hotel;4;2;903 Avenida de Brasília, Lisbon;2022/12/06;2022/12/08;220;true;Occupancy: 2 Guests;2;
Book0000019514;JoPacheco;HTL904;Chiado Plaza Hotel;3;2;904 Rua Garrett, Lisbon;2022/12/06;2022/12/09;150;false;Amenities: Coffee Maker;4;We will definitely return to this hotel.
Book0000019517;NSousa-Branco;HTL905;Rossio Square Inn;4;2;905 Praça do Rossio, Lisbon;2022/12/06;2022/12/07;200;true;Amenities: Mini Fridge;3;The hotel exceeded our expectations.
Book0000019543;SGomes1705;HTL105;Champs-Élysées Plaza Hotel;5;2;105 Avenue des Champs-Élysées, Paris;2022/06/11;2022/06/15;350;true;View: City View;2;
Book0000019546;SarMoreira;HTL105;;5;2;105 Avenue des Champs-Élysées, Paris;2022/06/11;2022/06/15;350;true;View: Mountain View;1;The breakfast buffet was delicious.
Book0000019550;BSoares;HTL104;Seine Riverfront Hotel;4;2;104 Quai de la Seine, Paris;2022/06/11;2022/06/12;200;true;Occupancy: 4 Guests;3;
Book0000019558;DMachado1458;HTL101;Eiffel Tower View Hotel;4;2;101 Rue de la Tour Eiffel, Paris;2022/06/11;2022/06/12;220;true;Occupancy: 4 Guests;2;
Book0000019569;BrLourenço1173;HTL101;Eiffel Tower View Hotel;4;2;101 Rue de la Tour Eiffel, Paris;2022/06/11;2022/06/14;220;true;Amenities: Air Conditioning;3;
Book0000019589;ValentinaAmaral720;HTL901;Alfama District Hotel;3;2;901 Rua dos Bacalhoeiros, Lisbon;2021/09/02;2021/09/05;120;true;Room Type: Standard;3;The concierge provided helpful recommendations.
Book0000019598;AlíciPacheco1408;HTL901;Alfama District Hotel;3;2;901 Rua dos Bacalhoeiros, Lisbon;2021/09/02;2021/09/06;120;true;Bathroom: Private;3;The fitness center had modern equipment.
Book0000019607;NunNogueira1678;HTL904;Chiado Plaza Hotel;3;2;904 Rua Garrett, Lisbon;2021/09/02;2021/09/05;150;false;Room Type: Executive Suite;4;Family-friendly accommodations.
Book0000019620;DDomingues-Tavares;HTL1101;Old Town Square Hotel;4;1;1101 Staroměstské náměstí, Prague;2023/04/12;2023/04/13;230;true;Occupancy: 2 Guests;2;The breakfast buffet was delicious.
Book0000019623;SorAzevedo669;HTL1102;Charles Bridge Suites;5;-5;1102 Karlův most, Prague;2023/04/12;2023/04/14;350;true;Bathroom: Shower;4;
Book0000019624;LeGarcia;HTL1102;Charles Bridge Suites;5;1;1102 Karlův most, Prague;2023/04/13;2023/04/12;350;TRUE;Room Type: Standard;2;
Book0000019638;JoaquiLopes;HTL1104;Prague Castle View Hotel;4;1;1104 Hradčanské náměstí, Prague;2023/04/12;2023/04/13;210;true;Amenities: TV;4;
Book0000019647;Pilar-Pacheco;HTL1104;Prague Castle View Hotel;4;1;1104 Hradčanské náměstí, Prague;2023/04/12;2023/04/15;210;true;Amenities: Coffee Maker;1;Good room service options.
Book0000019661;CMachado1477;HTL504;Park Güell Suites;4;2;504 Carrer d'Olot, Barcelona;2023/05/04;2023/05/07;200;true;Number of Beds: 1 King Bed;4;The rooftop bar has amazing cocktails.
Book0000019685;YOliveira-Anjos;HTL502;Gothic Quarter Inn;3;2;502 Carrer de la Ciutat, Barcelona;2023/05/04;2023/05/06;150;false;Number of Beds: 2 Double Beds;4;
Book0000019707;LeonardMagalhães1472;HTL801;Milan Cathedral Hotel;4;2;801 Piazza del Duomo, Milan;2023/03/20;2023/03/21;230;true;View: Mountain View;3;Well-appointed rooms with nice decor.
;IRodrigues;HTL1401;Brandenburg Gate Hotel;4;3;1401 Pariser Platz, Berlin;2022/08/02;2022/08/05;220;true;Amenities: TV;2;
Book0000019738;AMaia;HTL1401;Brandenburg Gate Hotel;4;3;1401 Pariser Platz, Berlin;2022/08/02;2022/08/05;;1;Amenities: Air Conditioning;1;We had a memorable experience at this hotel.
Book0000019740;YOliveira-Anjos;HTL1405;Kurfürstendamm Plaza Hotel;4;3;1405 Kurfürstendamm, Berlin;2022/08/02;2022/08/06;230;true;Occupancy: 4 Guests;4;
Book0000019743;LoureLopes1486;HTL1402;Alexanderplatz Suites;3;-4;1402 Alexanderplatz, Berlin;2022/08/02;2022/08/06;160;false;Occupancy: 4 Guests;4;
Book0000019762;NeHenriques426;HTL1405;Kurfürstendamm Plaza Hotel;4;3;;2022/08/02;2022/08/05;230;true;Number of Beds: 2;4;
Book0000019772;Ana-BGonçalves1116;HTL204;Retiro Park Inn;3;2;204 Calle de Alfonso XII, Madrid;2021/12/18;2021/12/22;150;false;Room Type: Suite;2;
Book0000019812;BenBrito1722;HTL201;Puerta del Sol Hotel;4;2;201 Calle de Alcalá, Madrid;2021/12/18;2021/12/20;180;true;Occupancy: 3 Guests;3;
Book0000019834;ARibeiro-Faria644;HTL202;Royal Palace Suites;5;2;202 Plaza de Oriente, Madrid;2021/12/18;2021/12/20;280;true;Number of Beds: 2 Double Beds;3;
Book0000019868;SaAssunção;HTL1102;Charles Bridge Suites;5;1;1102 Karlův most, Prague;2022/07/03;2022/07/05;350;true;Amenities: Coffee Maker;2;Great place to stay for business travelers.
Book0000019883;JorgMagalhães;HTL1103;Wenceslas Square Inn;3;3.2;1103 Václavské náměstí, Prague;2022/07/03;2022/07/07;160;false;Number of Beds: 2 Double Beds;1;Great place to stay for business travelers.
Book0000019914;MRocha;HTL1403;Prenzlauer Berg Inn;2;3;1403 Kastanienallee, Berlin;2023/06/07;2023/06/10;120;5.5;Bathroom: Bathtub;1;
Book0000019939;BeatriFernandes;HTL1404;Spree Riverfront Hotel;4;3;1404 Schiffbauerdamm, Berlin;2023/06/07;2023/06/10;200;true;Room Size: 500 sq ft;3;The room was spacious and clean.
Book0000019940;MatAmaral;HTL1402;Alexanderplatz Suites;3;3;1402 Alexanderplatz, Berlin;2023/06/07;2023/06/08;160;false;Number of Beds: 2 Double Beds;2;
Book0000019961;LBatista1585;HTL304;Roman Forum Inn;4;3;304 Via dei Fori Imperiali, Rome;2021/04/09;2021/04/13;220;-10;Amenities: TV;3;
Book0000019989;TatiaAmorim1160;HTL205;Plaza Mayor Hotel;4;2;205 Plaza Mayor, Madrid;2023/02/20;2023/02/23;190;true;Occupancy: 4 Guests;2;
Book0000019993;MáAmaral;HTL203;Gran Vía View Hotel;4;2;203 Gran Vía, Madrid;2023/02/20;2023/02/22;210;true;Occupancy: 2 Guests;4;
;JMartins;HTL202;Royal Palace Suites;5;2;202 Plaza de Oriente, Madrid;2023/02/20;2023/02/22;280;true;Amenities: Coffee Maker;4;An enjoyable stay overall.
Book0000020021;DéboNascimento;HTL204;Retiro Park Inn;3;2;;2023/02/20;2023/02/22;150;false;Amenities: Free Wi-Fi;4;
Book0000020105;AnPereira1874;HTL1504;Munich Lakeside Resort;4;3;204 Am Seeufer, Munich;2022/02/08;2022/02/12;320;true;Room Type: Family Suite;2;We will definitely return to this hotel.
Book0000020108;EriCoelho;HTL1504;Munich Lakeside Resort;4;3;204 Am Seeufer, Munich;2022/02/08;2022/02/12;320;true;Room Size: 500 sq ft;4;
Book0000020116;PSilva;HTL1503;Munich Central Inn;3;3;203 Innenstadtstraße, Munich;2022/02/08;2022/02/11;150;false;Room Type: Deluxe;4;
Book0000020122;BrPinheiro;HTL1502;Alpine View Lodge;4;3;202 Bergweg, Munich;2022/02/08;2022/02/09;280;true;Amenities: Coffee Maker;1;
Book0000020147;JoaTorres1401;HTL803;Navigli Canal Inn;3;2;803 Ripa di Porta Ticinese, Milan;2022/02/13;2022/02/14;160;false;Bathroom: Private;3;The in-room amenities were a nice touch.
Book0000020201;CarTavares;HTL1205;Sörnäinen Waterfront Inn;3;-10;1205 Sörnäisten rantatie, Helsinki;2021/06/13;2021/06/17;160;true;Number of Beds: 1 King Bed;2;Easy access to tourist attractions.
Book0000020210;GabrieMachado;HTL1602;Old Town Boutique Hotel;4;3.2;302 Stare Miasto, Warsaw;2021/12/08;2021/12/12;290;true;Room Type: Standard;4;We enjoyed our stay here.
Book0000020213;EmíliFernandes;HTL1604;Warsaw Riverside Inn;4;4;;2021/12/08;2021/12/12;320;true;View: City View;3;
Book0000020216;PPinto192;HTL1605;Warsaw Park View Hotel;-1.1;4;305 Parkowa Aleja, Warsaw;2021/12/08;2021/12/12;310;true;Occupancy: 2 Guests;3;The in-room amenities were a nice touch.
Book0000020247;AmélNeto;HTL1404;Spree Riverfront Hotel;4;3;1404 Schiffbauerdamm, Berlin;2021/12/02;2021/12/05;200;true;Room Type: Deluxe;1;
;CéValente;HTL1402;Alexanderplatz Suites;3;3;1402 Alexanderplatz, Berlin;2021/12/02;2021/12/03;160;false;Amenities: Air Conditioning;2;We had a fantastic stay at this hotel.
Book0000020266;LuValente;HTL1404;Spree Riverfront Hotel;4;3;;2021/12/02;2021/12/06;200;true;View: Mountain View;4;Great place to unwind after a busy day.
Book0000020271;AlBorges;HTL1402;Alexanderplatz Suites;3;-23;1402 Alexanderplatz, Berlin;2021/12/02;2021/12/03;160;false;Number of Beds: 1 King Bed;3;Delicious room service meals.
Book0000020276;LauMendes1796;HTL1402;Alexanderplatz Suites;3;3;;2021/12/02;2021/12/03;160;false;Occupancy: 1 Guest;2;
Book0000020295;LeonardMagalhães1472;HTL102;Louvre Palace Hotel;5;2;102 Rue du Louvre, Paris;2022/03/17;2022/03/19;300;true;Room Size: 400 sq ft;4;Impressive lobby and amenities.
Book0000020301;ToAlves461;HTL102;Louvre Palace Hotel;5;2;102 Rue du Louvre, Paris;2022/03/17;2022/03/18;300;true;Room Size: 700 sq ft;4;
Book0000020305;EnzCampos;HTL104;Seine Riverfront Hotel;4;2;104 Quai de la Seine, Paris;2022/03/17;2022/03/21;200;true;Number of Beds: 2;4;Excellent housekeeping service.
Book0000020317;GonçalCarneiro1601;HTL103;Montmartre Suites;3;2;103 Rue de Montmartre, Paris;2022/03/17;2022/03/18;150;false;Bathroom: Bathtub;4;The bar had a wide selection of drinks.
Book0000020326;NMiranda1334;HTL105;Champs-Élysées Plaza Hotel;5;2;105 Avenue des Champs-Élysées, Paris;2022/03/17;2022/03/21;350;true;Room Type: Deluxe;2;Well-appointed rooms with nice decor.
Book0000020344;EmPereira1135;HTL1602;Old Town Boutique Hotel;4;4;;2023/04/19;2023/04/20;290;true;Amenities: Mini Fridge;2;
Book0000020348;SofLourenço-Lopes;HTL1602;Old Town Boutique Hotel;4;4;302 Stare Miasto, Warsaw;2023/04/19;2023/04/21;290;true;Number of Beds: 2 Queen Beds;3;
Book0000020363;SimBarros;HTL1603;Warsaw Central Suites;3;4;303 Centrum, Warsaw;2021/02/11;2021/02/14;160;false;Amenities: Mini Fridge;4;The in-room amenities were a nice touch.
Book0000020369;IaMorais1721;HTL1603;Warsaw Central Suites;3;4;303 Centrum, Warsaw;2021/02/11;2021/02/12;160;false;Room Type: Executive Suite;1;Quiet and peaceful ambiance.
Book0000020387;HenrLeite265;HTL1601;Royal Palace Hotel;5;4;301 Aleje Ujazdowskie, Warsaw;2021/06/08;2021/06/12;380;true;Number of Beds: 1;3;We had a fantastic stay at this hotel.
Book0000020406;NunAraújo1539;HTL1604;Warsaw Riverside Inn;4;4;304 Nad Wisłą, Warsaw;2021/06/08;2021/06/11;320;true;Room Type: Executive Suite;3;
Book0000020437;FrederMachado;HTL201;Puerta del Sol Hotel;3.2;2;201 Calle de Alcalá, Madrid;2023/01/02;2023/01/04;180;true;Room Size: 700 sq ft;2;Excellent housekeeping service.
Book0000020492;BAmorim-Simões520;HTL203;Gran Vía View Hotel;4;2;203 Gran Vía, Madrid;2023/01/02;2023/01/05;210;true;Room Type: Suite;3;
Book0000020495;SaTavares-Azevedo110;HTL402;Dam Square Suites;4;2;402 Damstraat, Amsterdam;2023/04/18;2023/04/21;220;true;Amenities: Mini Fridge;3;
Book0000020501;NunNogueira1678;HTL402;Dam Square Suites;4;2;402 Damstraat, Amsterdam;2023/04/18;2023/04/19;220;true;Amenities: Coffee Maker;3;
Book0000020565;AntóBorges1867;HTL204;Retiro Park Inn;3;2;204 Calle de Alfonso XII, Madrid;2022/04/05;2022/04/07;150;false;Room Type: Family Suite;3;
Book0000020580;YarVicente997;HTL203;Gran Vía View Hotel;4;2;203 Gran Vía, Madrid;2022/04/05;2022/04/09;210;true;Room Type: Executive Suite;2;Staff was friendly and accommodating.
Book0000020623;AmélCosta;HTL1201;Helsinki Harbor Hotel;4;3;1201 Katajanokanlaituri, Helsinki;2023/01/19;2023/01/20;240;true;View: City View;4;A cozy and charming hotel.
